ID,PROBABILITY_OF_DEFAULT,CREDIT_SCORE,RISK_BAND
5045742,0.00025612314,766,Medium Risk
5045745,0.2172352,432,Very High Risk
5045748,0.0008224898,660,High Risk
5045754,0.0008224898,660,High Risk
5045755,0.16894718,455,Very High Risk
5045756,0.0030543706,624,High Risk
5045758,0.015789213,587,Very High Risk
5045759,0.11477054,487,Very High Risk
5045760,0.0004342048,710,Medium Risk
5045761,0.3970134,377,Very High Risk
5045762,0.0045346953,618,High Risk
5045765,0.8757729,323,Very High Risk
5045766,0.0037812288,621,High Risk
5045767,0.018761769,581,Very High Risk
5045768,0.00037243596,725,Medium Risk
5045769,0.00047377238,701,Medium Risk
5045770,0.018761769,581,Very High Risk
5045771,0.00060126086,681,High Risk
5045772,0.00018156953,803,Low Risk
5045774,0.00018156953,803,Low Risk
5045776,0.00018156953,803,Low Risk
5045778,0.0001835247,802,Low Risk
5045779,0.00047876526,701,Medium Risk
5045780,0.0009484722,653,High Risk
5045781,0.000538542,689,High Risk
5045783,8.4208725e-05,866,Low Risk
5045785,0.0783983,512,Very High Risk
5045786,0.062704496,525,Very High Risk
5045793,0.00065984664,674,High Risk
5045794,0.002586285,626,High Risk
5045806,0.078158125,513,Very High Risk
5045807,0.0062682005,611,High Risk
5045809,0.14065874,471,Very High Risk
5045810,0.14065874,471,Very High Risk
5045811,0.18273695,448,Very High Risk
5045812,0.0005076615,695,High Risk
5045813,0.11728992,485,Very High Risk
5045818,0.0005076615,695,High Risk
5045820,0.00041079565,715,Medium Risk
5045823,0.20815235,436,Very High Risk
5045824,0.0008544535,659,High Risk
5045825,0.42397195,372,Very High Risk
5045826,0.4114856,374,Very High Risk
5045829,0.00066479505,673,High Risk
5045830,0.00024001891,774,Medium Risk
5045832,0.00035556316,731,Medium Risk
5045834,0.00039116674,721,Medium Risk
5045835,0.00026265995,764,Medium Risk
5045838,0.2699711,411,Very High Risk
5045839,0.0002771058,758,Medium Risk
5045844,9.655002e-05,857,Low Risk
5045845,0.93838674,314,Very High Risk
5045846,0.361814,385,Very High Risk
5045847,0.00014427789,826,Low Risk
5045848,0.361814,385,Very High Risk
5045849,8.070678e-05,869,Low Risk
5045850,0.13339777,476,Very High Risk
5045852,0.00013692924,831,Low Risk
5045853,0.361814,385,Very High Risk
5045856,0.000644706,676,High Risk
5045857,0.13851844,472,Very High Risk
5045858,0.0004025994,717,Medium Risk
5045859,0.0001855878,801,Low Risk
5045860,0.04005811,548,Very High Risk
5045861,0.04005811,548,Very High Risk
5045862,0.04005811,548,Very High Risk
5045863,0.038962483,550,Very High Risk
5045864,0.04005811,548,Very High Risk
5045866,0.00079312845,663,High Risk
5045867,0.61845016,346,Very High Risk
5045868,0.00079312845,663,High Risk
5045869,0.73119473,336,Very High Risk
5045876,0.15108763,465,Very High Risk
5045877,0.00043082846,710,Medium Risk
5045878,0.00016857269,811,Low Risk
5045879,7.293831e-05,874,Low Risk
5045881,0.16041332,460,Very High Risk
5045882,0.5669204,352,Very High Risk
5045883,0.31909734,396,Very High Risk
5045884,0.0001539518,820,Low Risk
5045888,0.0086026145,604,High Risk
5045894,0.0061316206,611,High Risk
5045895,0.97631073,305,Very High Risk
5045898,0.18347298,448,Very High Risk
5045901,0.8448189,326,Very High Risk
5045902,0.9891207,302,Very High Risk
5045903,0.00021456282,786,Medium Risk
5045904,0.0004099763,715,Medium Risk
5045905,0.0002326409,777,Medium Risk
5045906,0.0002750784,759,Medium Risk
5045908,0.00012690258,839,Low Risk
5045911,0.15517308,462,Very High Risk
5045912,0.18789445,446,Very High Risk
5045914,0.08319649,508,Very High Risk
5045915,0.06855488,521,Very High Risk
5045917,0.10813482,491,Very High Risk
5045920,9.338909e-05,859,Low Risk
5045921,9.5475894e-05,858,Low Risk
5045922,9.5475894e-05,858,Low Risk
5045923,0.00010452832,852,Low Risk
5045925,0.00010609702,851,Low Risk
5045928,8.354972e-05,867,Low Risk
5045929,0.00052498654,692,High Risk
5045932,0.00016368962,813,Low Risk
5045938,0.06030202,527,Very High Risk
5045941,0.00021133495,788,Medium Risk
5045943,0.021733887,575,Very High Risk
5045945,0.00021133495,788,Medium Risk
5045946,0.00033245876,737,Medium Risk
5045947,0.0003393385,735,Medium Risk
5045948,0.20655929,437,Very High Risk
5045949,0.32628998,394,Very High Risk
5045950,0.0035333335,622,High Risk
5045953,0.0004310651,710,Medium Risk
5045957,0.0076221083,606,High Risk
5045962,0.00053119846,690,High Risk
5045971,0.0004669037,702,Medium Risk
5045973,6.780264e-05,877,Low Risk
5045974,0.3244981,394,Very High Risk
5045976,0.010094626,600,High Risk
5045977,0.010094626,600,High Risk
5045978,3.500065e-05,893,Low Risk
5045979,0.020127838,578,Very High Risk
5045981,3.8645805e-05,892,Low Risk
5045982,0.00012848426,837,Low Risk
5045983,7.8990946e-05,870,Low Risk
5045986,0.099308595,496,Very High Risk
5045987,0.5291543,356,Very High Risk
5045994,0.03602125,553,Very High Risk
5045995,0.054954387,532,Very High Risk
5045996,0.005637726,612,High Risk
5045997,0.023132874,573,Very High Risk
5045999,0.00014769926,824,Low Risk
5046003,9.699111e-05,857,Low Risk
5046006,0.00014312593,826,Low Risk
5046007,0.00012307423,841,Low Risk
5046010,0.96421045,308,Very High Risk
5046012,0.0006088133,680,High Risk
5046016,0.00031245252,744,Medium Risk
5046017,0.75175107,335,Very High Risk
5046018,0.0001949657,796,Medium Risk
5046019,0.00017527683,807,Low Risk
5046021,0.26054966,414,Very High Risk
5046022,0.19568555,442,Very High Risk
5046023,0.00032293735,740,Medium Risk
5046026,6.025179e-05,881,Low Risk
5046027,0.05427202,533,Very High Risk
5046028,0.09489628,500,Very High Risk
5046029,0.69488,339,Very High Risk
5046032,0.028835246,564,Very High Risk
5046033,0.033843778,556,Very High Risk
5046035,4.3745047e-05,889,Low Risk
5046036,0.028468585,564,Very High Risk
5046037,0.27612576,409,Very High Risk
5046038,0.011523966,596,Very High Risk
5046039,0.033645213,556,Very High Risk
5046041,0.33170345,392,Very High Risk
5046042,0.42538416,372,Very High Risk
5046043,0.0004218903,712,Medium Risk
5046046,0.009388315,602,High Risk
5046049,0.4880609,361,Very High Risk
5046050,0.00030279206,748,Medium Risk
5046052,0.3755293,382,Very High Risk
5046053,9.3835246e-05,859,Low Risk
5046054,0.14673364,468,Very High Risk
5046056,9.3835246e-05,859,Low Risk
5046058,0.38634348,380,Very High Risk
5046059,0.38634348,380,Very High Risk
5046060,0.53439075,355,Very High Risk
5046061,0.44330803,368,Very High Risk
5046062,0.50462574,359,Very High Risk
5046066,0.4914755,360,Very High Risk
5046067,0.4262187,372,Very High Risk
5046068,0.0010342189,649,High Risk
5046075,0.0130481925,593,Very High Risk
5046077,5.79907e-05,882,Low Risk
5046079,0.0130481925,593,Very High Risk
5046080,7.9186124e-05,870,Low Risk
5046082,0.050596166,536,Very High Risk
5046083,0.34319896,390,Very High Risk
5046084,0.050596166,536,Very High Risk
5046085,0.050596166,536,Very High Risk
5046087,0.042519234,545,Very High Risk
5046088,4.9003833e-05,887,Low Risk
5046089,0.00014241786,827,Low Risk
5046090,4.9003833e-05,887,Low Risk
5046092,9.2465474e-05,860,Low Risk
5046093,4.9003833e-05,887,Low Risk
5046094,4.9003833e-05,887,Low Risk
5046095,0.005717056,612,High Risk
5046098,0.0013287587,640,High Risk
5046099,0.00062957196,678,High Risk
5046101,0.00028496858,755,Medium Risk
5046102,0.00036537973,727,Medium Risk
5046104,0.14421897,469,Very High Risk
5046105,0.054576106,533,Very High Risk
5046106,0.0003071715,746,Medium Risk
5046110,0.3518686,387,Very High Risk
5046111,0.00030361649,747,Medium Risk
5046112,0.0002515163,769,Medium Risk
5046113,0.97975004,304,Very High Risk
5046116,0.00021474066,786,Medium Risk
5046117,0.2297273,427,Very High Risk
5046118,0.7104956,338,Very High Risk
5046122,0.00021474066,786,Medium Risk
5046124,0.36921516,383,Very High Risk
5046125,0.33420897,392,Very High Risk
5046126,0.31539157,397,Very High Risk
5046127,0.730361,336,Very High Risk
5046128,0.34450102,389,Very High Risk
5046135,0.00016379204,813,Low Risk
5046137,0.00016379204,813,Low Risk
5046140,0.26262578,414,Very High Risk
5046141,0.0006090988,680,High Risk
5046144,0.0012901803,641,High Risk
5046147,0.0001553302,819,Low Risk
5046148,0.14727373,468,Very High Risk
5046150,0.00022009079,783,Medium Risk
5046151,0.08062493,511,Very High Risk
5046152,0.044628184,543,Very High Risk
5046153,0.13558102,474,Very High Risk
5046155,0.05802295,529,Very High Risk
5046157,0.07906049,512,Very High Risk
5046159,0.0006442619,676,High Risk
5046160,0.07906049,512,Very High Risk
5046161,0.00035632242,730,Medium Risk
5046165,0.00047292002,702,Medium Risk
5046169,0.09958344,496,Very High Risk
5046170,0.023571638,573,Very High Risk
5046171,0.06681835,522,Very High Risk
5046172,0.074160665,515,Very High Risk
5046175,0.049481187,537,Very High Risk
5046176,0.049481187,537,Very High Risk
5046178,0.0006902082,671,High Risk
5046179,0.0005854967,683,High Risk
5046180,0.00038793182,721,Medium Risk
5046181,0.0006750244,672,High Risk
5046182,0.00041045572,715,Medium Risk
5046183,0.00031065344,745,Medium Risk
5046184,0.00011133976,848,Low Risk
5046185,0.32647935,394,Very High Risk
5046186,0.28721654,406,Very High Risk
5046189,0.24882254,419,Very High Risk
5046190,0.044761457,543,Very High Risk
5046191,0.023650346,573,Very High Risk
5046192,0.30984262,399,Very High Risk
5046208,0.010443662,599,Very High Risk
5046217,0.0010284651,649,High Risk
5046218,0.78808236,332,Very High Risk
5046222,0.0010284651,649,High Risk
5046223,0.27098057,411,Very High Risk
5046224,0.0010284651,649,High Risk
5046226,0.22070178,430,Very High Risk
5046230,0.002973815,624,High Risk
5046232,0.13312986,476,Very High Risk
5046233,0.00018640253,801,Low Risk
5046234,0.00019323014,797,Medium Risk
5046235,0.00018612422,801,Low Risk
5046236,0.23002665,427,Very High Risk
5046237,0.2694481,411,Very High Risk
5046238,0.3084557,399,Very High Risk
5046239,0.00012086532,842,Low Risk
5046241,0.9334333,315,Very High Risk
5046245,0.0009286768,654,High Risk
5046246,0.090590656,503,Very High Risk
5046248,0.6130538,347,Very High Risk
5046249,0.0010863639,647,High Risk
5046250,0.7152222,338,Very High Risk
5046251,0.00090112945,656,High Risk
5046254,0.6130538,347,Very High Risk
5046256,0.7284994,337,Very High Risk
5046257,0.002506293,627,High Risk
5046258,0.76945275,334,Very High Risk
5046259,0.0005630452,686,High Risk
5046262,0.0004434549,707,Medium Risk
5046263,0.48700905,361,Very High Risk
5046264,0.0003891785,721,Medium Risk
5046265,0.0005175341,693,High Risk
5046266,0.00028321563,756,Medium Risk
5046267,0.9271864,316,Very High Risk
5046276,0.00012429598,840,Low Risk
5046277,8.82876e-05,863,Low Risk
5046278,0.00012429598,840,Low Risk
5046281,0.40979144,374,Very High Risk
5046282,0.00014748702,824,Low Risk
5046283,0.000112288915,848,Low Risk
5046286,0.00048235132,700,Medium Risk
5046287,0.00042485827,712,Medium Risk
5046296,0.00019821974,794,Medium Risk
5046297,0.13487025,475,Very High Risk
5046301,0.0614039,526,Very High Risk
5046303,0.0050233896,615,High Risk
5046305,0.117492326,485,Very High Risk
5046306,0.11906201,484,Very High Risk
5046307,0.090560876,503,Very High Risk
5046311,0.0006651908,673,High Risk
5046313,4.529642e-05,889,Low Risk
5046314,9.508512e-05,858,Low Risk
5046317,0.0007361419,667,High Risk
5046318,0.4317928,370,Very High Risk
5046321,0.0006944547,670,High Risk
5046323,0.02524401,570,Very High Risk
5046324,0.99597967,300,Very High Risk
5046325,0.64627564,343,Very High Risk
5046327,0.31995863,396,Very High Risk
5046328,0.9917715,301,Very High Risk
5046333,0.8197145,329,Very High Risk
5046336,0.08558708,507,Very High Risk
5046337,0.00049381016,698,High Risk
5046340,0.9580107,309,Very High Risk
5046341,0.819178,329,Very High Risk
5046342,0.000987559,651,High Risk
5046343,0.9705546,306,Very High Risk
5046347,0.8745063,323,Very High Risk
5046348,0.0010661122,648,High Risk
5046350,0.09920444,497,Very High Risk
5046353,0.045738973,542,Very High Risk
5046356,0.0003807496,723,Medium Risk
5046359,0.00020261858,792,Medium Risk
5046360,0.0004133809,714,Medium Risk
5046361,0.0004133809,714,Medium Risk
5046362,0.00052140065,692,High Risk
5046364,0.059919834,528,Very High Risk
5046366,0.004324873,618,High Risk
5046367,0.14329064,470,Very High Risk
5046369,0.041447304,547,Very High Risk
5046370,0.014903821,589,Very High Risk
5046371,0.0087648835,603,High Risk
5046372,0.007359842,607,High Risk
5046373,0.017581347,583,Very High Risk
5046374,0.00017283323,808,Low Risk
5046379,0.00031351572,744,Medium Risk
5046380,0.0003110761,744,Medium Risk
5046385,0.18595585,447,Very High Risk
5046388,0.034081098,556,Very High Risk
5046389,0.034081098,556,Very High Risk
5046390,0.034081098,556,Very High Risk
5046391,0.034081098,556,Very High Risk
5046392,0.00015295054,820,Low Risk
5046393,0.13627073,474,Very High Risk
5046394,0.08153723,510,Very High Risk
5046395,0.073608816,516,Very High Risk
5046398,0.08573335,506,Very High Risk
5046399,0.042768683,545,Very High Risk
5046400,0.12166273,482,Very High Risk
5046401,0.0001811379,804,Low Risk
5046402,0.12166273,482,Very High Risk
5046403,0.068385944,521,Very High Risk
5046404,0.06328647,525,Very High Risk
5046406,0.009662059,601,High Risk
5046407,0.08545234,507,Very High Risk
5046413,0.40428016,376,Very High Risk
5046415,0.36316925,385,Very High Risk
5046416,0.84717226,326,Very High Risk
5046417,0.43085867,371,Very High Risk
5046418,0.0014098999,639,High Risk
5046419,0.27450538,410,Very High Risk
5046420,0.10463674,493,Very High Risk
5046421,0.00025825278,766,Medium Risk
5046422,0.3357748,391,Very High Risk
5046423,0.10463674,493,Very High Risk
5046425,7.4500225e-05,873,Low Risk
5046428,7.4500225e-05,873,Low Risk
5046434,0.0004997756,696,High Risk
5046437,0.031218281,560,Very High Risk
5046438,0.044957303,543,Very High Risk
5046439,0.031218281,560,Very High Risk
5046440,0.08175355,510,Very High Risk
5046443,0.24269228,421,Very High Risk
5046444,0.030111846,562,Very High Risk
5046445,0.0071017994,608,High Risk
5046446,0.0121328505,595,Very High Risk
5046447,0.037532374,552,Very High Risk
5046455,4.8158367e-05,887,Low Risk
5046458,4.3831864e-05,889,Low Risk
5046459,5.603536e-05,884,Low Risk
5046469,0.00057933363,684,High Risk
5046471,0.00057933363,684,High Risk
5046480,0.00013980475,829,Low Risk
5046481,0.94802505,311,Very High Risk
5046482,0.00033401864,736,Medium Risk
5046493,0.24439856,421,Very High Risk
5046494,0.25682348,416,Very High Risk
5046495,0.6101485,347,Very High Risk
5046497,0.00029892274,749,Medium Risk
5046498,0.3001368,401,Very High Risk
5046500,0.00034207196,734,Medium Risk
5046501,0.0006215151,679,High Risk
5046503,0.00032474345,740,Medium Risk
5046505,0.00026180365,764,Medium Risk
5046507,0.00034207196,734,Medium Risk
5046510,0.00015062586,822,Low Risk
5046511,0.0699271,519,Very High Risk
5046513,0.033633128,556,Very High Risk
5046521,0.00033544272,736,Medium Risk
5046523,0.013918875,591,Very High Risk
5046524,0.0056042294,613,High Risk
5046525,4.226603e-05,890,Low Risk
5046526,4.226603e-05,890,Low Risk
5046527,0.000103484286,853,Low Risk
5046528,0.000103484286,853,Low Risk
5046529,0.000103484286,853,Low Risk
5046531,0.73364973,336,Very High Risk
5046532,0.86126125,325,Very High Risk
5046533,0.8635749,324,Very High Risk
5046534,0.00026232435,764,Medium Risk
5046535,0.40274617,376,Very High Risk
5046536,0.00026232435,764,Medium Risk
5046538,0.12302414,481,Very High Risk
5046539,0.1048049,493,Very High Risk
5046540,0.035850257,554,Very High Risk
5046543,0.00014685874,824,Low Risk
5046544,0.08033975,511,Very High Risk
5046545,5.035298e-05,886,Low Risk
5046546,0.08033975,511,Very High Risk
5046547,4.1895397e-05,890,Low Risk
5046548,0.00011581748,846,Low Risk
5046549,0.1575623,461,Very High Risk
5046550,0.0012893971,642,High Risk
5046551,0.00045829915,704,Medium Risk
5046552,0.00052087684,692,High Risk
5046555,0.19035767,445,Very High Risk
5046556,0.22413217,429,Very High Risk
5046557,0.00040700086,716,Medium Risk
5046558,0.0004919767,698,High Risk
5046559,0.00040700086,716,Medium Risk
5046560,0.0005318685,690,High Risk
5046561,0.026175078,569,Very High Risk
5046562,0.017460825,583,Very High Risk
5046564,0.17537083,452,Very High Risk
5046565,0.00031315305,744,Medium Risk
5046566,0.17537083,452,Very High Risk
5047637,0.22367026,429,Very High Risk
5047638,0.02906296,564,Very High Risk
5047640,0.25483242,417,Very High Risk
5047641,0.055766683,531,Very High Risk
5047650,0.004704504,617,High Risk
5047651,0.00045340546,705,Medium Risk
5047652,0.004704504,617,High Risk
5047654,0.004704504,617,High Risk
5047658,0.06267686,525,Very High Risk
5047659,0.0005598974,687,High Risk
5047662,0.9864043,302,Very High Risk
5047666,0.6336222,345,Very High Risk
5047668,0.07573,514,Very High Risk
5047669,0.22969624,427,Very High Risk
5047670,0.18644054,447,Very High Risk
5047671,0.14957833,466,Very High Risk
5047672,0.053972356,533,Very High Risk
5047673,0.08743191,505,Very High Risk
5047674,0.00021289832,787,Medium Risk
5047675,0.20724928,436,Very High Risk
5047676,0.09786853,497,Very High Risk
5047677,0.00013758901,830,Low Risk
5047678,0.03657119,553,Very High Risk
5047694,0.00091782096,655,High Risk
5047695,0.95355964,310,Very High Risk
5047696,0.0015004041,637,High Risk
5047699,0.22019762,431,Very High Risk
5047700,0.045955345,542,Very High Risk
5047708,0.00012365713,841,Low Risk
5047709,0.00022562471,780,Medium Risk
5047710,0.0001352947,832,Low Risk
5047716,4.3806293e-05,889,Low Risk
5047723,0.6376494,344,Very High Risk
5047726,0.22768822,427,Very High Risk
5047727,0.00032291794,740,Medium Risk
5047728,0.00029555755,751,Medium Risk
5047729,0.04762734,539,Very High Risk
5047730,0.039986752,548,Very High Risk
5047731,0.00026140982,764,Medium Risk
5047732,0.21525949,433,Very High Risk
5047733,0.042827558,545,Very High Risk
5047734,0.14128508,471,Very High Risk
5047735,0.21525949,433,Very High Risk
5047745,0.00048691448,699,High Risk
5047746,0.00048691448,699,High Risk
5047747,0.95372844,310,Very High Risk
5047759,0.13818221,472,Very High Risk
5047760,0.0024469388,628,High Risk
5047761,0.37822148,381,Very High Risk
5047762,9.106183e-05,861,Low Risk
5047763,0.00013573366,832,Low Risk
5047764,0.37822148,381,Very High Risk
5047768,0.028490577,564,Very High Risk
5047769,0.028490577,564,Very High Risk
5047770,3.537379e-05,893,Low Risk
5047775,0.00061581424,679,High Risk
5047777,0.025043659,570,Very High Risk
5047778,0.15430094,463,Very High Risk
5047779,0.17106539,454,Very High Risk
